Bildnummer;Zeit [s];Pixel (X) [px];Pixel (Y) [px];X Position [px];Y Position [px];Abstand [px];Abstand in x-Richtung [px];Abstand in y-Richtung [px];Strecke [px];Strecke in x-Richtung [px];Strecke in y-Richtung [px];Geschwindigkeit [px/s];Geschwindigkeit in x-Richtung [px/s];Geschwindigkeit in y-Richtung [px/s];Beschleunigung [px/s²];Beschleunigung in x-Richtung [px/s²];Beschleunigung in y-Richtung [px/s²];
1249;61,7028;315;255;315;255;1,41;1;1;1165,92;0;1;28,6;20,23;20,23;-169,45;-409,09;-818,18;
1250;61,7522;316;256;316;256;1;0;-1;1166,92;0;0;20,23;0;-20,23;-409,09;0;409,09;
1251;61,8016;316;255;316;255;0;0;0;1166,92;0;0;0;0;0;578,54;-409,09;409,09;
1252;61,8511;316;255;316;255;1,41;-1;1;1168,33;-1;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1253;61,9005;315;256;315;256;0;0;0;1168,33;-1;1;0;0;0;0;0;0;
1254;61,95;315;256;315;256;0;0;0;1168,33;-1;1;0;0;0;578,54;-409,09;409,09;
1255;61,9994;315;256;315;256;1,41;-1;1;1169,74;-2;2;28,6;-20,23;20,23;578,54;1227,27;-1227,27;
1256;62,0488;314;257;314;257;2,83;2;-2;1172,57;0;0;57,21;40,45;-40,45;-747,99;-818,18;1227,27;
1257;62,0983;316;255;316;255;1;0;1;1173,57;0;1;20,23;0;20,23;0;-409,09;-409,09;
1258;62,1477;316;256;316;256;1;-1;0;1174,57;-1;1;20,23;-20,23;0;0;818,18;0;
1259;62,1972;315;256;315;256;1;1;0;1175,57;0;1;20,23;20,23;0;0;-409,09;-409,09;
1260;62,2466;316;256;316;256;1;0;-1;1176,57;0;0;20,23;0;-20,23;-409,09;0;409,09;
1261;62,2961;316;255;316;255;0;0;0;1176,57;0;0;0;0;0;0;0;0;
1262;62,3455;316;255;316;255;0;0;0;1176,57;0;0;0;0;0;0;0;0;
1263;62,3949;316;255;316;255;0;0;0;1176,57;0;0;0;0;0;409,09;-409,09;0;
1264;62,4444;316;255;316;255;1;-1;0;1177,57;-1;0;20,23;-20,23;0;505,66;0;818,18;
1265;62,4938;315;255;315;255;2,24;-1;2;1179,81;-2;2;45,23;-20,23;40,45;242,33;1227,27;-1636,36;
1266;62,5433;314;257;314;257;2,83;2;-2;1182,64;0;0;57,21;40,45;-40,45;-747,99;-818,18;1227,27;
1267;62,5927;316;255;316;255;1;0;1;1183,64;0;1;20,23;0;20,23;0;0;-818,18;
1268;62,6421;316;256;316;256;1;0;-1;1184,64;0;0;20,23;0;-20,23;-409,09;0;409,09;
1269;62,6916;316;255;316;255;0;0;0;1184,64;0;0;0;0;0;409,09;0;409,09;
1270;62,741;316;255;316;255;1;0;1;1185,64;0;1;20,23;0;20,23;169,45;409,09;-818,18;
1271;62,7905;316;256;316;256;1,41;1;-1;1187,05;1;0;28,6;20,23;-20,23;-169,45;-818,18;409,09;
1272;62,8399;317;255;317;255;1;-1;0;1188,05;0;0;20,23;-20,23;0;0;0;0;
1273;62,8894;316;255;316;255;1;-1;0;1189,05;-1;0;20,23;-20,23;0;0;409,09;409,09;
1274;62,9388;315;255;315;255;1;0;1;1190,05;-1;1;20,23;0;20,23;0;0;-818,18;
1275;62,9882;315;256;315;256;1;0;-1;1191,05;-1;0;20,23;0;-20,23;169,45;-409,09;818,18;
1276;63,0377;315;255;315;255;1,41;-1;1;1192,47;-2;1;28,6;-20,23;20,23;336,21;1227,27;-818,18;
1277;63,0871;314;256;314;256;2,24;2;-1;1194,7;0;0;45,23;40,45;-20,23;-505,66;-1227,27;409,09;
1278;63,1366;316;255;316;255;1;-1;0;1195,7;-1;0;20,23;-20,23;0;0;818,18;0;
1279;63,186;315;255;315;255;1;1;0;1196,7;0;0;20,23;20,23;0;-409,09;-409,09;0;
1280;63,2354;316;255;316;255;0;0;0;1196,7;0;0;0;0;0;914,76;-818,18;409,09;
1281;63,2849;316;255;316;255;2,24;-2;1;1198,94;-2;1;45,23;-40,45;20,23;-336,21;1227,27;0;
1282;63,3343;314;256;314;256;1,41;1;1;1200,35;-1;2;28,6;20,23;20,23;336,21;0;-1227,27;
1283;63,3838;315;257;315;257;2,24;1;-2;1202,59;0;0;45,23;20,23;-40,45;-505,66;-409,09;409,09;
1284;63,4332;316;255;316;255;1;0;-1;1203,59;0;-1;20,23;0;-20,23;0;0;818,18;
1285;63,4826;316;254;316;254;1;0;1;1204,59;0;0;20,23;0;20,23;0;-409,09;-409,09;
1286;63,5321;316;255;316;255;1;-1;0;1205,59;-1;0;20,23;-20,23;0;0;818,18;0;
1287;63,5815;315;255;315;255;1;1;0;1206,59;0;0;20,23;20,23;0;-409,09;-409,09;0;
1288;63,631;316;255;316;255;0;0;0;1206,59;0;0;0;0;0;578,54;-409,09;409,09;
1289;63,6804;316;255;316;255;1,41;-1;1;1208;-1;1;28,6;-20,23;20,23;0;818,18;-818,18;
1290;63,7299;315;256;315;256;1,41;1;-1;1209,42;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1291;63,7793;316;255;316;255;0;0;0;1209,42;0;0;0;0;0;409,09;-409,09;0;
1292;63,8287;316;255;316;255;1;-1;0;1210,42;-1;0;20,23;-20,23;0;0;818,18;0;
1293;63,8782;315;255;315;255;1;1;0;1211,42;0;0;20,23;20,23;0;-409,09;-409,09;0;
1294;63,9276;316;255;316;255;0;0;0;1211,42;0;0;0;0;0;409,09;0;409,09;
1295;63,9771;316;255;316;255;1;0;1;1212,42;0;1;20,23;0;20,23;0;0;-818,18;
1296;64,0265;316;256;316;256;1;0;-1;1213,42;0;0;20,23;0;-20,23;0;0;818,18;
1297;64,0759;316;255;316;255;1;0;1;1214,42;0;1;20,23;0;20,23;0;0;-818,18;
1298;64,1254;316;256;316;256;1;0;-1;1215,42;0;0;20,23;0;-20,23;0;0;818,18;
1299;64,1748;316;255;316;255;1;0;1;1216,42;0;1;20,23;0;20,23;0;0;-818,18;
1300;64,2243;316;256;316;256;1;0;-1;1217,42;0;0;20,23;0;-20,23;-409,09;0;409,09;
1301;64,2737;316;255;316;255;0;0;0;1217,42;0;0;0;0;0;409,09;-409,09;0;
1302;64,3231;316;255;316;255;1;-1;0;1218,42;-1;0;20,23;-20,23;0;0;409,09;409,09;
1303;64,3726;315;255;315;255;1;0;1;1219,42;-1;1;20,23;0;20,23;-409,09;0;-409,09;
1304;64,422;315;256;315;256;0;0;0;1219,42;-1;1;0;0;0;0;0;0;
1305;64,4715;315;256;315;256;0;0;0;1219,42;-1;1;0;0;0;0;0;0;
1306;64,5209;315;256;315;256;0;0;0;1219,42;-1;1;0;0;0;0;0;0;
1307;64,5704;315;256;315;256;0;0;0;1219,42;-1;1;0;0;0;409,09;0;-409,09;
1308;64,6198;315;256;315;256;1;0;-1;1220,42;-1;0;20,23;0;-20,23;0;409,09;409,09;
1309;64,6692;315;255;315;255;1;1;0;1221,42;0;0;20,23;20,23;0;505,66;-1227,27;409,09;
1310;64,7187;316;255;316;255;2,24;-2;1;1223,65;-2;1;45,23;-40,45;20,23;-505,66;1227,27;-409,09;
1311;64,7681;314;256;314;256;1;1;0;1224,65;-1;1;20,23;20,23;0;0;-818,18;0;
1312;64,8176;315;256;315;256;1;-1;0;1225,65;-2;1;20,23;-20,23;0;0;0;0;
1313;64,867;314;256;314;256;1;-1;0;1226,65;-3;1;20,23;-20,23;0;409,09;1227,27;0;
1314;64,9164;313;256;313;256;2;2;0;1228,65;-1;1;40,45;40,45;0;-239,64;-409,09;-409,09;
1315;64,9659;315;256;315;256;1,41;1;-1;1230,07;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1316;65,0153;316;255;316;255;0;0;0;1230,07;0;0;0;0;0;0;0;0;
1317;65,0648;316;255;316;255;0;0;0;1230,07;0;0;0;0;0;409,09;-409,09;0;
1318;65,1142;316;255;316;255;1;-1;0;1231,07;-1;0;20,23;-20,23;0;169,45;0;409,09;
1319;65,1637;315;255;315;255;1,41;-1;1;1232,48;-2;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1320;65,2131;314;256;314;256;0;0;0;1232,48;-2;1;0;0;0;578,54;409,09;-409,09;
1321;65,2625;314;256;314;256;1,41;1;-1;1233,89;-1;0;28,6;20,23;-20,23;-169,45;-409,09;818,18;
1322;65,312;315;255;315;255;1;0;1;1234,89;-1;1;20,23;0;20,23;0;0;-818,18;
1323;65,3614;315;256;315;256;1;0;-1;1235,89;-1;0;20,23;0;-20,23;0;409,09;409,09;
1324;65,4109;315;255;315;255;1;1;0;1236,89;0;0;20,23;20,23;0;-409,09;-409,09;0;
1325;65,4603;316;255;316;255;0;0;0;1236,89;0;0;0;0;0;0;0;0;
1326;65,5097;316;255;316;255;0;0;0;1236,89;0;0;0;0;0;0;0;0;
1327;65,5592;316;255;316;255;0;0;0;1236,89;0;0;0;0;0;409,09;-409,09;0;
1328;65,6086;316;255;316;255;1;-1;0;1237,89;-1;0;20,23;-20,23;0;-409,09;409,09;0;
1329;65,6581;315;255;315;255;0;0;0;1237,89;-1;0;0;0;0;0;0;0;
1330;65,7075;315;255;315;255;0;0;0;1237,89;-1;0;0;0;0;0;0;0;
1331;65,7569;315;255;315;255;0;0;0;1237,89;-1;0;0;0;0;818,18;818,18;0;
1332;65,8064;315;255;315;255;2;2;0;1239,89;1;0;40,45;40,45;0;-239,64;-1227,27;409,09;
1333;65,8558;317;255;317;255;1,41;-1;1;1241,31;0;1;28,6;-20,23;20,23;-169,45;0;-409,09;
1334;65,9053;316;256;316;256;1;-1;0;1242,31;-1;1;20,23;-20,23;0;169,45;0;-409,09;
1335;65,9547;315;256;315;256;1,41;-1;-1;1243,72;-2;0;28,6;-20,23;-20,23;239,64;1227,27;409,09;
1336;66,0042;314;255;314;255;2;2;0;1245,72;0;0;40,45;40,45;0;-239,64;-1227,27;409,09;
1337;66,0536;316;255;316;255;1,41;-1;1;1247,14;-1;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1338;66,103;315;256;315;256;0;0;0;1247,14;-1;1;0;0;0;409,09;0;-409,09;
1339;66,1525;315;256;315;256;1;0;-1;1248,14;-1;0;20,23;0;-20,23;0;409,09;409,09;
1340;66,2019;315;255;315;255;1;1;0;1249,14;0;0;20,23;20,23;0;-409,09;-409,09;0;
1341;66,2514;316;255;316;255;0;0;0;1249,14;0;0;0;0;0;818,18;-818,18;0;
1342;66,3008;316;255;316;255;2;-2;0;1251,14;-2;0;40,45;-40,45;0;-409,09;1227,27;0;
1343;66,3502;314;255;314;255;1;1;0;1252,14;-1;0;20,23;20,23;0;0;-818,18;0;
1344;66,3997;315;255;315;255;1;-1;0;1253,14;-2;0;20,23;-20,23;0;409,09;1227,27;0;
1345;66,4491;314;255;314;255;2;2;0;1255,14;0;0;40,45;40,45;0;-239,64;-409,09;409,09;
1346;66,4986;316;255;316;255;1,41;1;1;1256,55;1;1;28,6;20,23;20,23;0;-818,18;-818,18;
1347;66,548;317;256;317;256;1,41;-1;-1;1257,97;0;0;28,6;-20,23;-20,23;0;0;818,18;
1348;66,5974;316;255;316;255;1,41;-1;1;1259,38;-1;1;28,6;-20,23;20,23;0;818,18;-818,18;
1349;66,6469;315;256;315;256;1,41;1;-1;1260,79;0;0;28,6;20,23;-20,23;-169,45;-409,09;0;
1350;66,6963;316;255;316;255;1;0;-1;1261,79;0;-1;20,23;0;-20,23;169,45;-409,09;818,18;
1351;66,7458;316;254;316;254;1,41;-1;1;1263,21;-1;0;28,6;-20,23;20,23;-169,45;409,09;0;
1352;66,7952;315;255;315;255;1;0;1;1264,21;-1;1;20,23;0;20,23;0;0;-818,18;
1353;66,8447;315;256;315;256;1;0;-1;1265,21;-1;0;20,23;0;-20,23;0;0;818,18;
1354;66,8941;315;255;315;255;1;0;1;1266,21;-1;1;20,23;0;20,23;169,45;409,09;-818,18;
1355;66,9435;315;256;315;256;1,41;1;-1;1267,62;0;0;28,6;20,23;-20,23;-169,45;-818,18;409,09;
1356;66,993;316;255;316;255;1;-1;0;1268,62;-1;0;20,23;-20,23;0;0;818,18;0;
1357;67,0424;315;255;315;255;1;1;0;1269,62;0;0;20,23;20,23;0;0;-818,18;0;
1358;67,0919;316;255;316;255;1;-1;0;1270,62;-1;0;20,23;-20,23;0;0;409,09;409,09;
1359;67,1413;315;255;315;255;1;0;1;1271,62;-1;1;20,23;0;20,23;169,45;409,09;-818,18;
1360;67,1907;315;256;315;256;1,41;1;-1;1273,04;0;0;28,6;20,23;-20,23;0;-818,18;818,18;
1361;67,2402;316;255;316;255;1,41;-1;1;1274,45;-1;1;28,6;-20,23;20,23;-169,45;409,09;-818,18;
1362;67,2896;315;256;315;256;1;0;-1;1275,45;-1;0;20,23;0;-20,23;0;409,09;409,09;
1363;67,3391;315;255;315;255;1;1;0;1276,45;0;0;20,23;20,23;0;-409,09;-409,09;0;
1364;67,3885;316;255;316;255;0;0;0;1276,45;0;0;0;0;0;409,09;-409,09;0;
1365;67,438;316;255;316;255;1;-1;0;1277,45;-1;0;20,23;-20,23;0;0;818,18;0;
1366;67,4874;315;255;315;255;1;1;0;1278,45;0;0;20,23;20,23;0;0;-409,09;409,09;
1367;67,5368;316;255;316;255;1;0;1;1279,45;0;1;20,23;0;20,23;0;0;-818,18;
1368;67,5863;316;256;316;256;1;0;-1;1280,45;0;0;20,23;0;-20,23;-409,09;0;409,09;
1369;67,6357;316;255;316;255;0;0;0;1280,45;0;0;0;0;0;409,09;409,09;0;
1370;67,6852;316;255;316;255;1;1;0;1281,45;1;0;20,23;20,23;0;169,45;-818,18;409,09;
1371;67,7346;317;255;317;255;1,41;-1;1;1282,87;0;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1372;67,784;316;256;316;256;0;0;0;1282,87;0;1;0;0;0;409,09;-409,09;0;
1373;67,8335;316;256;316;256;1;-1;0;1283,87;-1;1;20,23;-20,23;0;169,45;818,18;-409,09;
1374;67,8829;315;256;315;256;1,41;1;-1;1285,28;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1375;67,9324;316;255;316;255;0;0;0;1285,28;0;0;0;0;0;0;0;0;
1376;67,9818;316;255;316;255;0;0;0;1285,28;0;0;0;0;0;0;0;0;
1377;68,0312;316;255;316;255;0;0;0;1285,28;0;0;0;0;0;578,54;-409,09;409,09;
1378;68,0807;316;255;316;255;1,41;-1;1;1286,69;-1;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1379;68,1301;315;256;315;256;0;0;0;1286,69;-1;1;0;0;0;578,54;409,09;-409,09;
1380;68,1796;315;256;315;256;1,41;1;-1;1288,11;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1381;68,229;316;255;316;255;0;0;0;1288,11;0;0;0;0;0;409,09;409,09;0;
1382;68,2785;316;255;316;255;1;1;0;1289,11;1;0;20,23;20,23;0;409,09;-1227,27;0;
1383;68,3279;317;255;317;255;2;-2;0;1291,11;-1;0;40,45;-40,45;0;-409,09;1227,27;0;
1384;68,3773;315;255;315;255;1;1;0;1292,11;0;0;20,23;20,23;0;-409,09;-409,09;0;
1385;68,4268;316;255;316;255;0;0;0;1292,11;0;0;0;0;0;0;0;0;
1386;68,4762;316;255;316;255;0;0;0;1292,11;0;0;0;0;0;409,09;-409,09;0;
1387;68,5257;316;255;316;255;1;-1;0;1293,11;-1;0;20,23;-20,23;0;-409,09;409,09;0;
1388;68,5751;315;255;315;255;0;0;0;1293,11;-1;0;0;0;0;409,09;409,09;0;
1389;68,6245;315;255;315;255;1;1;0;1294,11;0;0;20,23;20,23;0;-409,09;-409,09;0;
1390;68,674;316;255;316;255;0;0;0;1294,11;0;0;0;0;0;0;0;0;
1391;68,7234;316;255;316;255;0;0;0;1294,11;0;0;0;0;0;0;0;0;
1392;68,7729;316;255;316;255;0;0;0;1294,11;0;0;0;0;0;409,09;-409,09;0;
1393;68,8223;316;255;316;255;1;-1;0;1295,11;-1;0;20,23;-20,23;0;-409,09;409,09;0;
1394;68,8717;315;255;315;255;0;0;0;1295,11;-1;0;0;0;0;409,09;-409,09;0;
1395;68,9212;315;255;315;255;1;-1;0;1296,11;-2;0;20,23;-20,23;0;409,09;1227,27;0;
1396;68,9706;314;255;314;255;2;2;0;1298,11;0;0;40,45;40,45;0;-409,09;-1227,27;0;
1397;69,0201;316;255;316;255;1;-1;0;1299,11;-1;0;20,23;-20,23;0;0;409,09;409,09;
1398;69,0695;315;255;315;255;1;0;1;1300,11;-1;1;20,23;0;20,23;169,45;409,09;-818,18;
1399;69,119;315;256;315;256;1,41;1;-1;1301,52;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1400;69,1684;316;255;316;255;0;0;0;1301,52;0;0;0;0;0;0;0;0;
1401;69,2178;316;255;316;255;0;0;0;1301,52;0;0;0;0;0;409,09;-409,09;0;
1402;69,2673;316;255;316;255;1;-1;0;1302,52;-1;0;20,23;-20,23;0;-409,09;409,09;0;
1403;69,3167;315;255;315;255;0;0;0;1302,52;-1;0;0;0;0;409,09;409,09;0;
1404;69,3662;315;255;315;255;1;1;0;1303,52;0;0;20,23;20,23;0;0;-818,18;0;
1405;69,4156;316;255;316;255;1;-1;0;1304,52;-1;0;20,23;-20,23;0;0;818,18;0;
1406;69,465;315;255;315;255;1;1;0;1305,52;0;0;20,23;20,23;0;0;-409,09;409,09;
1407;69,5145;316;255;316;255;1;0;1;1306,52;0;1;20,23;0;20,23;-409,09;0;-409,09;
1408;69,5639;316;256;316;256;0;0;0;1306,52;0;1;0;0;0;409,09;-409,09;0;
1409;69,6134;316;256;316;256;1;-1;0;1307,52;-1;1;20,23;-20,23;0;169,45;818,18;-409,09;
1410;69,6628;315;256;315;256;1,41;1;-1;1308,94;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1411;69,7123;316;255;316;255;0;0;0;1308,94;0;0;0;0;0;409,09;0;-409,09;
1412;69,7617;316;255;316;255;1;0;-1;1309,94;0;-1;20,23;0;-20,23;169,45;-409,09;818,18;
1413;69,8111;316;254;316;254;1,41;-1;1;1311,35;-1;0;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1414;69,8606;315;255;315;255;0;0;0;1311,35;-1;0;0;0;0;409,09;0;409,09;
1415;69,91;315;255;315;255;1;0;1;1312,35;-1;1;20,23;0;20,23;169,45;409,09;-818,18;
1416;69,9595;315;256;315;256;1,41;1;-1;1313,76;0;0;28,6;20,23;-20,23;-169,45;-818,18;409,09;
1417;70,0089;316;255;316;255;1;-1;0;1314,76;-1;0;20,23;-20,23;0;0;818,18;0;
1418;70,0583;315;255;315;255;1;1;0;1315,76;0;0;20,23;20,23;0;0;-818,18;0;
1419;70,1078;316;255;316;255;1;-1;0;1316,76;-1;0;20,23;-20,23;0;-409,09;409,09;0;
1420;70,1572;315;255;315;255;0;0;0;1316,76;-1;0;0;0;0;409,09;409,09;0;
1421;70,2067;315;255;315;255;1;1;0;1317,76;0;0;20,23;20,23;0;0;-818,18;0;
1422;70,2561;316;255;316;255;1;-1;0;1318,76;-1;0;20,23;-20,23;0;0;409,09;409,09;
1423;70,3055;315;255;315;255;1;0;1;1319,76;-1;1;20,23;0;20,23;-409,09;0;-409,09;
1424;70,355;315;256;315;256;0;0;0;1319,76;-1;1;0;0;0;409,09;0;-409,09;
1425;70,4044;315;256;315;256;1;0;-1;1320,76;-1;0;20,23;0;-20,23;409,09;0;1227,27;
1426;70,4539;315;255;315;255;2;0;2;1322,76;-1;2;40,45;0;40,45;-409,09;0;-1227,27;
1427;70,5033;315;257;315;257;1;0;-1;1323,76;-1;1;20,23;0;-20,23;0;-409,09;409,09;
1428;70,5528;315;256;315;256;1;-1;0;1324,76;-2;1;20,23;-20,23;0;0;818,18;0;
1429;70,6022;314;256;314;256;1;1;0;1325,76;-1;1;20,23;20,23;0;-409,09;-409,09;0;
1430;70,6516;315;256;315;256;0;0;0;1325,76;-1;1;0;0;0;578,54;409,09;-409,09;
1431;70,7011;315;256;315;256;1,41;1;-1;1327,18;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1432;70,7505;316;255;316;255;0;0;0;1327,18;0;0;0;0;0;0;0;0;
1433;70,8;316;255;316;255;0;0;0;1327,18;0;0;0;0;0;578,54;-409,09;409,09;
1434;70,8494;316;255;316;255;1,41;-1;1;1328,59;-1;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1435;70,8988;315;256;315;256;0;0;0;1328,59;-1;1;0;0;0;578,54;409,09;-409,09;
1436;70,9483;315;256;315;256;1,41;1;-1;1330,01;0;0;28,6;20,23;-20,23;-169,45;0;409,09;
1437;70,9977;316;255;316;255;1;1;0;1331,01;1;0;20,23;20,23;0;409,09;-1227,27;0;
1438;71,0472;317;255;317;255;2;-2;0;1333,01;-1;0;40,45;-40,45;0;-409,09;818,18;409,09;
1439;71,0966;315;255;315;255;1;0;1;1334,01;-1;1;20,23;0;20,23;169,45;409,09;-818,18;
1440;71,146;315;256;315;256;1,41;1;-1;1335,42;0;0;28,6;20,23;-20,23;0;-818,18;818,18;
1441;71,1955;316;255;316;255;1,41;-1;1;1336,84;-1;1;28,6;-20,23;20,23;-578,54;409,09;-409,09;
1442;71,2449;315;256;315;256;0;0;0;1336,84;-1;1;0;0;0;409,09;0;-409,09;
1443;71,2944;315;256;315;256;1;0;-1;1337,84;-1;0;20,23;0;-20,23;0;409,09;409,09;
1444;71,3438;315;255;315;255;1;1;0;1338,84;0;0;20,23;20,23;0;409,09;-1227,27;0;
1445;71,3933;316;255;316;255;2;-2;0;1340,84;-2;0;40,45;-40,45;0;0;1636,36;0;
1446;71,4427;314;255;314;255;2;2;0;1342,84;0;0;40,45;40,45;0;-239,64;-1227,27;409,09;
1447;71,4921;316;255;316;255;1,41;-1;1;1344,25;-1;1;28,6;-20,23;20,23;-169,45;0;-409,09;
1448;71,5416;315;256;315;256;1;-1;0;1345,25;-2;1;20,23;-20,23;0;-409,09;409,09;0;
1449;71,591;314;256;314;256;0;0;0;1345,25;-2;1;0;0;0;914,76;818,18;-409,09;
1450;71,6405;314;256;314;256;2,24;2;-1;1347,49;0;0;45,23;40,45;-20,23;-505,66;-1227,27;409,09;
1451;71,6899;316;255;316;255;1;-1;0;1348,49;-1;0;20,23;-20,23;0;169,45;818,18;409,09;
1452;71,7393;315;255;315;255;1,41;1;1;1349,9;0;1;28,6;20,23;20,23;-169,45;-409,09;-818,18;
1453;71,7888;316;256;316;256;1;0;-1;1350,9;0;0;20,23;0;-20,23;0;0;818,18;
1454;71,8382;316;255;316;255;1;0;1;1351,9;0;1;20,23;0;20,23;-409,09;0;-409,09;
1455;71,8877;316;256;316;256;0;0;0;1351,9;0;1;0;0;0;409,09;-409,09;0;
1456;71,9371;316;256;316;256;1;-1;0;1352,9;-1;1;20,23;-20,23;0;0;818,18;0;
1457;71,9866;315;256;315;256;1;1;0;1353,9;0;1;20,23;20,23;0;0;-818,18;0;
1458;72,036;316;256;316;256;1;-1;0;1354,9;-1;1;20,23;-20,23;0;-409,09;409,09;0;
1459;72,0854;315;256;315;256;0;0;0;1354,9;-1;1;0;0;0;914,76;409,09;-818,18;
1460;72,1349;315;256;315;256;2,24;1;-2;1357,14;0;-1;45,23;20,23;-40,45;-96,57;-409,09;1636,36;
1461;72,1843;316;254;316;254;2;0;2;1359,14;0;1;40,45;0;40,45;-409,09;0;-1227,27;
1462;72,2338;316;256;316;256;1;0;-1;1360,14;0;0;20,23;0;-20,23;-409,09;0;409,09;
1463;72,2832;316;255;316;255;0;0;0;1360,14;0;0;0;0;0;578,54;-409,09;409,09;
1464;72,3326;316;255;316;255;1,41;-1;1;1361,55;-1;1;28,6;-20,23;20,23;0;818,18;-818,18;
1465;72,3821;315;256;315;256;1,41;1;-1;1362,96;0;0;28,6;20,23;-20,23;-169,45;-818,18;409,09;
1466;72,4315;316;255;316;255;1;-1;0;1363,96;-1;0;20,23;-20,23;0;169,45;818,18;409,09;
1467;72,481;315;255;315;255;1,41;1;1;1365,38;0;1;28,6;20,23;20,23;-169,45;-818,18;-409,09;
1468;72,5304;316;256;316;256;1;-1;0;1366,38;-1;1;20,23;-20,23;0;-409,09;409,09;0;
1469;72,5798;315;256;315;256;0;0;0;1366,38;-1;1;0;0;0;409,09;0;-409,09;
1470;72,6293;315;256;315;256;1;0;-1;1367,38;-1;0;20,23;0;-20,23;0;0;818,18;
1471;72,6787;315;255;315;255;1;0;1;1368,38;-1;1;20,23;0;20,23;0;0;-818,18;
1472;72,7282;315;256;315;256;1;0;-1;1369,38;-1;0;20,23;0;-20,23;0;409,09;409,09;
1473;72,7776;315;255;315;255;1;1;0;1370,38;0;0;20,23;20,23;0;0;-818,18;0;
1474;72,8271;316;255;316;255;1;-1;0;1371,38;-1;0;20,23;-20,23;0;-409,09;409,09;0;
1475;72,8765;315;255;315;255;0;0;0;1371,38;-1;0;0;0;0;578,54;-409,09;409,09;
1476;72,9259;315;255;315;255;1,41;-1;1;1372,79;-2;1;28,6;-20,23;20,23;-169,45;409,09;-818,18;
1477;72,9754;314;256;314;256;1;0;-1;1373,79;-2;0;20,23;0;-20,23;409,09;818,18;409,09;
1478;73,0248;314;255;314;255;2;2;0;1375,79;0;0;40,45;40,45;0;-409,09;-818,18;409,09;
1479;73,0743;316;255;316;255;1;0;1;1376,79;0;1;20,23;0;20,23;169,45;-409,09;-818,18;
1480;73,1237;316;256;316;256;1,41;-1;-1;1378,21;-1;0;28,6;-20,23;-20,23;0;0;818,18;
1481;73,1731;315;255;315;255;1,41;-1;1;1379,62;-2;1;28,6;-20,23;20,23;0;818,18;-818,18;
1482;73,2226;314;256;314;256;1,41;1;-1;1381,04;-1;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1483;73,272;315;255;315;255;0;0;0;1381,04;-1;0;0;0;0;409,09;409,09;0;
1484;73,3215;315;255;315;255;1;1;0;1382,04;0;0;20,23;20,23;0;169,45;-818,18;-409,09;
1485;73,3709;316;255;316;255;1,41;-1;-1;1383,45;-1;-1;28,6;-20,23;-20,23;336,21;818,18;1227,27;
1486;73,4204;315;254;315;254;2,24;1;2;1385,69;0;1;45,23;20,23;40,45;-336,21;-818,18;-1227,27;
1487;73,4698;316;256;316;256;1,41;-1;-1;1387,1;-1;0;28,6;-20,23;-20,23;-169,45;818,18;409,09;
1488;73,5192;315;255;315;255;1;1;0;1388,1;0;0;20,23;20,23;0;0;-409,09;409,09;
1489;73,5687;316;255;316;255;1;0;1;1389,1;0;1;20,23;0;20,23;409,09;-818,18;-409,09;
1490;73,6181;316;256;316;256;2;-2;0;1391,1;-2;1;40,45;-40,45;0;0;1636,36;0;
1491;73,6676;314;256;314;256;2;2;0;1393,1;0;1;40,45;40,45;0;-409,09;-1227,27;0;
1492;73,717;316;256;316;256;1;-1;0;1394,1;-1;1;20,23;-20,23;0;169,45;818,18;-409,09;
1493;73,7664;315;256;315;256;1,41;1;-1;1395,51;0;0;28,6;20,23;-20,23;-578,54;-409,09;409,09;
1494;73,8159;316;255;316;255;0;0;0;1395,51;0;0;0;0;0;0;0;0;
1495;73,8653;316;255;316;255;0;0;0;1395,51;0;0;0;0;0;578,54;-409,09;409,09;
1496;73,9148;316;255;316;255;1,41;-1;1;1396,93;-1;1;28,6;-20,23;20,23;-169,45;409,09;-818,18;
1497;73,9642;315;256;315;256;1;0;-1;1397,93;-1;0;20,23;0;-20,23;-409,09;0;409,09;
1498;74,0136;315;255;315;255;0;0;0;1397,93;-1;0;0;0;0;0;0;0;
1499;74,0631;315;255;315;255;0;0;0;1397,93;-1;0;0;0;0;409,09;409,09;0;
1500;74,1125;315;255;315;255;1;1;0;1398,93;0;0;20,23;20,23;0;0;-409,09;409,09;
1501;74,162;316;255;316;255;1;0;1;1399,93;0;1;20,23;0;20,23;169,45;-409,09;-818,18;
