Bildnummer;Zeit [s];Pixel (X) [px];Pixel (Y) [px];X Position [px];Y Position [px];Abstand [px];Abstand in x-Richtung [px];Abstand in y-Richtung [px];Strecke [px];Strecke in x-Richtung [px];Strecke in y-Richtung [px];Geschwindigkeit [px/s];Geschwindigkeit in x-Richtung [px/s];Geschwindigkeit in y-Richtung [px/s];Beschleunigung [px/s²];Beschleunigung in x-Richtung [px/s²];Beschleunigung in y-Richtung [px/s²];
319;15,7223;934;857;934;857;2;0;-2;333,5;1;1;40,45;0;-40,45;338,9;-818,18;0;
320;15,7718;934;855;934;855;2,83;-2;-2;336,33;-1;-1;57,21;-40,45;-40,45;-1157,08;818,18;818,18;
321;15,8212;932;853;932;853;0;0;0;336,33;-1;-1;0;0;0;578,54;409,09;409,09;
322;15,8707;932;853;932;853;1,41;1;1;337,75;0;0;28,6;20,23;20,23;-169,45;-409,09;0;
323;15,9201;933;854;933;854;1;0;1;338,75;0;1;20,23;0;20,23;0;409,09;-409,09;
324;15,9695;933;855;933;855;1;1;0;339,75;1;1;20,23;20,23;0;-409,09;-409,09;0;
325;16,019;934;855;934;855;0;0;0;339,75;1;1;0;0;0;409,09;-409,09;0;
326;16,0684;934;855;934;855;1;-1;0;340,75;0;1;20,23;-20,23;0;169,45;0;-409,09;
327;16,1179;933;855;933;855;1,41;-1;-1;342,16;-1;0;28,6;-20,23;-20,23;-169,45;409,09;0;
328;16,1673;932;854;932;854;1;0;-1;343,16;-1;-1;20,23;0;-20,23;505,66;409,09;1227,27;
329;16,2168;932;853;932;853;2,24;1;2;345,4;0;1;45,23;20,23;40,45;-336,21;-818,18;-1227,27;
330;16,2662;933;855;933;855;1,41;-1;-1;346,81;-1;0;28,6;-20,23;-20,23;-169,45;409,09;0;
331;16,3156;932;854;932;854;1;0;-1;347,81;-1;-1;20,23;0;-20,23;0;-409,09;409,09;
332;16,3651;932;853;932;853;1;-1;0;348,81;-2;-1;20,23;-20,23;0;0;818,18;0;
333;16,4145;931;853;931;853;1;1;0;349,81;-1;-1;20,23;20,23;0;-409,09;-409,09;0;
334;16,464;932;853;932;853;0;0;0;349,81;-1;-1;0;0;0;0;0;0;
335;16,5134;932;853;932;853;0;0;0;349,81;-1;-1;0;0;0;409,09;-409,09;0;
336;16,5628;932;853;932;853;1;-1;0;350,81;-2;-1;20,23;-20,23;0;-409,09;409,09;0;
337;16,6123;931;853;931;853;0;0;0;350,81;-2;-1;0;0;0;1157,08;818,18;818,18;
338;16,6617;931;853;931;853;2,83;2;2;353,64;0;1;57,21;40,45;40,45;-747,99;-409,09;-818,18;
339;16,7112;933;855;933;855;1;1;0;354,64;1;1;20,23;20,23;0;505,66;-818,18;818,18;
340;16,7606;934;855;934;855;2,24;-1;2;356,87;0;3;45,23;-20,23;40,45;-914,76;409,09;-818,18;
341;16,81;933;857;933;857;0;0;0;356,87;0;3;0;0;0;914,76;409,09;-818,18;
342;16,8595;933;857;933;857;2,24;1;-2;359,11;1;1;45,23;20,23;-40,45;-505,66;-409,09;1227,27;
343;16,9089;934;855;934;855;1;0;1;360,11;1;2;20,23;0;20,23;0;0;0;
344;16,9584;934;856;934;856;1;0;1;361,11;1;3;20,23;0;20,23;505,66;-409,09;-1227,27;
345;17,0078;934;857;934;857;2,24;-1;-2;363,35;0;1;45,23;-20,23;-40,45;0;0;0;
346;17,0573;933;855;933;855;2,24;-1;-2;365,58;-1;-1;45,23;-20,23;-40,45;-914,76;409,09;818,18;
347;17,1067;932;853;932;853;0;0;0;365,58;-1;-1;0;0;0;0;0;0;
348;17,1561;932;853;932;853;0;0;0;365,58;-1;-1;0;0;0;0;0;0;
349;17,2056;932;853;932;853;0;0;0;365,58;-1;-1;0;0;0;578,54;409,09;409,09;
350;17,255;932;853;932;853;1,41;1;1;367;0;0;28,6;20,23;20,23;-578,54;-409,09;-409,09;
351;17,3045;933;854;933;854;0;0;0;367;0;0;0;0;0;578,54;-409,09;-409,09;
352;17,3539;933;854;933;854;1,41;-1;-1;368,41;-1;-1;28,6;-20,23;-20,23;0;818,18;818,18;
353;17,4033;932;853;932;853;1,41;1;1;369,83;0;0;28,6;20,23;20,23;0;-818,18;-818,18;
354;17,4528;933;854;933;854;1,41;-1;-1;371,24;-1;-1;28,6;-20,23;-20,23;0;818,18;818,18;
355;17,5022;932;853;932;853;1,41;1;1;372,65;0;0;28,6;20,23;20,23;-578,54;-409,09;-409,09;
356;17,5517;933;854;933;854;0;0;0;372,65;0;0;0;0;0;578,54;409,09;409,09;
357;17,6011;933;854;933;854;1,41;1;1;374,07;1;1;28,6;20,23;20,23;239,64;-1227,27;-409,09;
358;17,6505;934;855;934;855;2;-2;0;376,07;-1;1;40,45;-40,45;0;-239,64;1227,27;409,09;
359;17,7;932;855;932;855;1,41;1;1;377,48;0;2;28,6;20,23;20,23;-169,45;-409,09;0;
360;17,7494;933;856;933;856;1;0;1;378,48;0;3;20,23;0;20,23;505,66;409,09;-1227,27;
361;17,7989;933;857;933;857;2,24;1;-2;380,72;1;1;45,23;20,23;-40,45;-505,66;-818,18;818,18;
362;17,8483;934;855;934;855;1;-1;0;381,72;0;1;20,23;-20,23;0;0;409,09;409,09;
363;17,8978;933;855;933;855;1;0;1;382,72;0;2;20,23;0;20,23;0;409,09;-409,09;
364;17,9472;933;856;933;856;1;1;0;383,72;1;2;20,23;20,23;0;169,45;-818,18;-409,09;
365;17,9966;934;856;934;856;1,41;-1;-1;385,13;0;1;28,6;-20,23;-20,23;336,21;0;-409,09;
366;18,0461;933;855;933;855;2,24;-1;-2;387,37;-1;-1;45,23;-20,23;-40,45;-914,76;409,09;818,18;
367;18,0955;932;853;932;853;0;0;0;387,37;-1;-1;0;0;0;0;0;0;
368;18,145;932;853;932;853;0;0;0;387,37;-1;-1;0;0;0;409,09;409,09;0;
369;18,1944;932;853;932;853;1;1;0;388,37;0;-1;20,23;20,23;0;0;-409,09;409,09;
370;18,2438;933;853;933;853;1;0;1;389,37;0;0;20,23;0;20,23;-409,09;0;-409,09;
371;18,2933;933;854;933;854;0;0;0;389,37;0;0;0;0;0;0;0;0;
372;18,3427;933;854;933;854;0;0;0;389,37;0;0;0;0;0;578,54;409,09;409,09;
373;18,3922;933;854;933;854;1,41;1;1;390,78;1;1;28,6;20,23;20,23;-169,45;-818,18;-409,09;
374;18,4416;934;855;934;855;1;-1;0;391,78;0;1;20,23;-20,23;0;0;409,09;-409,09;
375;18,4911;933;855;933;855;1;0;-1;392,78;0;0;20,23;0;-20,23;0;0;818,18;
376;18,5405;933;854;933;854;1;0;1;393,78;0;1;20,23;0;20,23;-409,09;0;-409,09;
377;18,5899;933;855;933;855;0;0;0;393,78;0;1;0;0;0;409,09;-409,09;0;
378;18,6394;933;855;933;855;1;-1;0;394,78;-1;1;20,23;-20,23;0;169,45;818,18;-409,09;
379;18,6888;932;855;932;855;1,41;1;-1;396,2;0;0;28,6;20,23;-20,23;-169,45;-409,09;818,18;
380;18,7383;933;854;933;854;1;0;1;397,2;0;1;20,23;0;20,23;505,66;409,09;409,09;
381;18,7877;933;855;933;855;2,24;1;2;399,43;1;3;45,23;20,23;40,45;-96,57;-409,09;-1636,36;
382;18,8371;934;857;934;857;2;0;-2;401,43;1;1;40,45;0;-40,45;0;0;1636,36;
383;18,8866;934;855;934;855;2;0;2;403,43;1;3;40,45;0;40,45;475,48;-409,09;-2045,46;
384;18,936;934;857;934;857;3,16;-1;-3;406,6;0;0;63,96;-20,23;-60,68;-884,57;409,09;1636,36;
385;18,9855;933;854;933;854;1;0;1;407,6;0;1;20,23;0;20,23;0;409,09;-409,09;
386;19,0349;933;855;933;855;1;1;0;408,6;1;1;20,23;20,23;0;169,45;-818,18;-409,09;
387;19,0843;934;855;934;855;1,41;-1;-1;410,01;0;0;28,6;-20,23;-20,23;-169,45;409,09;818,18;
388;19,1338;933;854;933;854;1;0;1;411,01;0;1;20,23;0;20,23;-409,09;0;-409,09;
389;19,1832;933;855;933;855;0;0;0;411,01;0;1;0;0;0;409,09;0;-409,09;
390;19,2327;933;855;933;855;1;0;-1;412,01;0;0;20,23;0;-20,23;0;-409,09;409,09;
391;19,2821;933;854;933;854;1;-1;0;413,01;-1;0;20,23;-20,23;0;-409,09;409,09;0;
392;19,3316;932;854;932;854;0;0;0;413,01;-1;0;0;0;0;409,09;0;-409,09;
393;19,381;932;854;932;854;1;0;-1;414,01;-1;-1;20,23;0;-20,23;169,45;409,09;818,18;
394;19,4304;932;853;932;853;1,41;1;1;415,42;0;0;28,6;20,23;20,23;-169,45;-409,09;0;
395;19,4799;933;854;933;854;1;0;1;416,42;0;1;20,23;0;20,23;0;0;-818,18;
396;19,5293;933;855;933;855;1;0;-1;417,42;0;0;20,23;0;-20,23;-409,09;0;409,09;
397;19,5788;933;854;933;854;0;0;0;417,42;0;0;0;0;0;914,76;409,09;818,18;
398;19,6282;933;854;933;854;2,24;1;2;419,66;1;2;45,23;20,23;40,45;-336,21;-818,18;-1227,27;
399;19,6776;934;856;934;856;1,41;-1;-1;421,07;0;1;28,6;-20,23;-20,23;-578,54;409,09;409,09;
400;19,7271;933;855;933;855;0;0;0;421,07;0;1;0;0;0;409,09;-409,09;0;
401;19,7765;933;855;933;855;1;-1;0;422,07;-1;1;20,23;-20,23;0;0;409,09;-409,09;
402;19,826;932;855;932;855;1;0;-1;423,07;-1;0;20,23;0;-20,23;-409,09;0;409,09;
403;19,8754;932;854;932;854;0;0;0;423,07;-1;0;0;0;0;578,54;409,09;-409,09;
404;19,9248;932;854;932;854;1,41;1;-1;424,49;0;-1;28,6;20,23;-20,23;-169,45;-818,18;409,09;
405;19,9743;933;853;933;853;1;-1;0;425,49;-1;-1;20,23;-20,23;0;-409,09;409,09;0;
406;20,0237;932;853;932;853;0;0;0;425,49;-1;-1;0;0;0;578,54;409,09;409,09;
407;20,0732;932;853;932;853;1,41;1;1;426,9;0;0;28,6;20,23;20,23;-578,54;-409,09;-409,09;
408;20,1226;933;854;933;854;0;0;0;426,9;0;0;0;0;0;409,09;0;-409,09;
409;20,1721;933;854;933;854;1;0;-1;427,9;0;-1;20,23;0;-20,23;0;-409,09;409,09;
410;20,2215;933;853;933;853;1;-1;0;428,9;-1;-1;20,23;-20,23;0;-409,09;409,09;0;
411;20,2709;932;853;932;853;0;0;0;428,9;-1;-1;0;0;0;578,54;409,09;409,09;
412;20,3204;932;853;932;853;1,41;1;1;430,32;0;0;28,6;20,23;20,23;-169,45;-818,18;-409,09;
413;20,3698;933;854;933;854;1;-1;0;431,32;-1;0;20,23;-20,23;0;0;409,09;-409,09;
414;20,4193;932;854;932;854;1;0;-1;432,32;-1;-1;20,23;0;-20,23;0;0;818,18;
415;20,4687;932;853;932;853;1;0;1;433,32;-1;0;20,23;0;20,23;-409,09;0;-409,09;
416;20,5181;932;854;932;854;0;0;0;433,32;-1;0;0;0;0;578,54;409,09;409,09;
417;20,5676;932;854;932;854;1,41;1;1;434,73;0;1;28,6;20,23;20,23;-169,45;-818,18;-409,09;
418;20,617;933;855;933;855;1;-1;0;435,73;-1;1;20,23;-20,23;0;-409,09;409,09;0;
419;20,6665;932;855;932;855;0;0;0;435,73;-1;1;0;0;0;818,18;0;-818,18;
420;20,7159;932;855;932;855;2;0;-2;437,73;-1;-1;40,45;0;-40,45;-818,18;0;818,18;
421;20,7654;932;853;932;853;0;0;0;437,73;-1;-1;0;0;0;1293,66;409,09;1227,27;
422;20,8148;932;853;932;853;3,16;1;3;440,89;0;2;63,96;20,23;60,68;0;-818,18;-2454,55;
423;20,8642;933;856;933;856;3,16;-1;-3;444,06;-1;-1;63,96;-20,23;-60,68;-715,12;818,18;1636,36;
424;20,9137;932;853;932;853;1,41;1;1;445,47;0;0;28,6;20,23;20,23;-169,45;-818,18;-409,09;
425;20,9631;933;854;933;854;1;-1;0;446,47;-1;0;20,23;-20,23;0;0;818,18;0;
426;21,0126;932;854;932;854;1;1;0;447,47;0;0;20,23;20,23;0;-409,09;-409,09;0;
427;21,062;933;854;933;854;0;0;0;447,47;0;0;0;0;0;578,54;409,09;409,09;
428;21,1114;933;854;933;854;1,41;1;1;448,88;1;1;28,6;20,23;20,23;-169,45;-409,09;0;
429;21,1609;934;855;934;855;1;0;1;449,88;1;2;20,23;0;20,23;505,66;-409,09;-1227,27;
430;21,2103;934;856;934;856;2,24;-1;-2;452,12;0;0;45,23;-20,23;-40,45;0;818,18;1636,36;
431;21,2598;933;854;933;854;2,24;1;2;454,36;1;2;45,23;20,23;40,45;-336,21;-818,18;-1227,27;
432;21,3092;934;856;934;856;1,41;-1;-1;455,77;0;1;28,6;-20,23;-20,23;-578,54;409,09;409,09;
433;21,3586;933;855;933;855;0;0;0;455,77;0;1;0;0;0;0;0;0;
434;21,4081;933;855;933;855;0;0;0;455,77;0;1;0;0;0;409,09;409,09;0;
435;21,4575;933;855;933;855;1;1;0;456,77;1;1;20,23;20,23;0;169,45;-818,18;409,09;
436;21,507;934;855;934;855;1,41;-1;1;458,18;0;2;28,6;-20,23;20,23;0;818,18;-818,18;
437;21,5564;933;856;933;856;1,41;1;-1;459,6;1;1;28,6;20,23;-20,23;-578,54;-409,09;409,09;
438;21,6059;934;855;934;855;0;0;0;459,6;1;1;0;0;0;409,09;-409,09;0;
439;21,6553;934;855;934;855;1;-1;0;460,6;0;1;20,23;-20,23;0;0;818,18;0;
440;21,7047;933;855;933;855;1;1;0;461,6;1;1;20,23;20,23;0;-409,09;-409,09;0;
441;21,7542;934;855;934;855;0;0;0;461,6;1;1;0;0;0;818,18;0;818,18;
442;21,8036;934;855;934;855;2;0;2;463,6;1;3;40,45;0;40,45;-818,18;0;-818,18;
443;21,8531;934;857;934;857;0;0;0;463,6;1;3;0;0;0;0;0;0;
444;21,9025;934;857;934;857;0;0;0;463,6;1;3;0;0;0;0;0;0;
445;21,9519;934;857;934;857;0;0;0;463,6;1;3;0;0;0;409,09;0;-409,09;
446;22,0014;934;857;934;857;1;0;-1;464,6;1;2;20,23;0;-20,23;0;0;0;
447;22,0508;934;856;934;856;1;0;-1;465,6;1;1;20,23;0;-20,23;-409,09;0;409,09;
448;22,1003;934;855;934;855;0;0;0;465,6;1;1;0;0;0;0;0;0;
449;22,1497;934;855;934;855;0;0;0;465,6;1;1;0;0;0;914,76;-818,18;-409,09;
450;22,1991;934;855;934;855;2,24;-2;-1;467,83;-1;0;45,23;-40,45;-20,23;-336,21;1227,27;818,18;
451;22,2486;932;854;932;854;1,41;1;1;469,25;0;1;28,6;20,23;20,23;-169,45;-409,09;-818,18;
452;22,298;933;855;933;855;1;0;-1;470,25;0;0;20,23;0;-20,23;-409,09;0;409,09;
453;22,3475;933;854;933;854;0;0;0;470,25;0;0;0;0;0;0;0;0;
454;22,3969;933;854;933;854;0;0;0;470,25;0;0;0;0;0;0;0;0;
455;22,4464;933;854;933;854;0;0;0;470,25;0;0;0;0;0;409,09;0;409,09;
456;22,4958;933;854;933;854;1;0;1;471,25;0;1;20,23;0;20,23;0;409,09;-409,09;
457;22,5452;933;855;933;855;1;1;0;472,25;1;1;20,23;20,23;0;-409,09;-409,09;0;
458;22,5947;934;855;934;855;0;0;0;472,25;1;1;0;0;0;409,09;-409,09;0;
459;22,6441;934;855;934;855;1;-1;0;473,25;0;1;20,23;-20,23;0;0;409,09;-409,09;
460;22,6936;933;855;933;855;1;0;-1;474,25;0;0;20,23;0;-20,23;169,45;-409,09;0;
461;22,743;933;854;933;854;1,41;-1;-1;475,66;-1;-1;28,6;-20,23;-20,23;0;818,18;818,18;
462;22,7924;932;853;932;853;1,41;1;1;477,08;0;0;28,6;20,23;20,23;0;-818,18;0;
463;22,8419;933;854;933;854;1,41;-1;1;478,49;-1;1;28,6;-20,23;20,23;-169,45;818,18;-409,09;
464;22,8913;932;855;932;855;1;1;0;479,49;0;1;20,23;20,23;0;0;0;0;
465;22,9408;933;855;933;855;1;1;0;480,49;1;1;20,23;20,23;0;169,45;0;409,09;
466;22,9902;934;855;934;855;1,41;1;1;481,91;2;2;28,6;20,23;20,23;336,21;-1227,27;-818,18;
467;23,0397;935;856;935;856;2,24;-2;-1;484,14;0;1;45,23;-40,45;-20,23;-505,66;1227,27;409,09;
468;23,0891;933;855;933;855;1;1;0;485,14;1;1;20,23;20,23;0;169,45;-818,18;-409,09;
469;23,1385;934;855;934;855;1,41;-1;-1;486,56;0;0;28,6;-20,23;-20,23;-578,54;409,09;409,09;
470;23,188;933;854;933;854;0;0;0;486,56;0;0;0;0;0;578,54;409,09;409,09;
471;23,2374;933;854;933;854;1,41;1;1;487,97;1;1;28,6;20,23;20,23;239,64;-409,09;409,09;
472;23,2869;934;855;934;855;2;0;2;489,97;1;3;40,45;0;40,45;-818,18;0;-818,18;
473;23,3363;934;857;934;857;0;0;0;489,97;1;3;0;0;0;818,18;0;-818,18;
474;23,3857;934;857;934;857;2;0;-2;491,97;1;1;40,45;0;-40,45;-409,09;0;1227,27;
475;23,4352;934;855;934;855;1;0;1;492,97;1;2;20,23;0;20,23;0;0;0;
476;23,4846;934;856;934;856;1;0;1;493,97;1;3;20,23;0;20,23;505,66;-409,09;-1227,27;
477;23,5341;934;857;934;857;2,24;-1;-2;496,21;0;1;45,23;-20,23;-40,45;-505,66;409,09;409,09;
478;23,5835;933;855;933;855;1;0;-1;497,21;0;0;20,23;0;-20,23;0;409,09;409,09;
479;23,6329;933;854;933;854;1;1;0;498,21;1;0;20,23;20,23;0;169,45;-818,18;409,09;
480;23,6824;934;854;934;854;1,41;-1;1;499,62;0;1;28,6;-20,23;20,23;-169,45;409,09;0;
481;23,7318;933;855;933;855;1;0;1;500,62;0;2;20,23;0;20,23;169,45;409,09;0;
482;23,7813;933;856;933;856;1,41;1;1;502,03;1;3;28,6;20,23;20,23;-578,54;-409,09;-409,09;
483;23,8307;934;857;934;857;0;0;0;502,03;1;3;0;0;0;409,09;0;-409,09;
484;23,8802;934;857;934;857;1;0;-1;503,03;1;2;20,23;0;-20,23;0;-409,09;409,09;
485;23,9296;934;856;934;856;1;-1;0;504,03;0;2;20,23;-20,23;0;0;409,09;-409,09;
486;23,979;933;856;933;856;1;0;-1;505,03;0;1;20,23;0;-20,23;409,09;0;-409,09;
487;24,0285;933;855;933;855;2;0;-2;507,03;0;-1;40,45;0;-40,45;-409,09;-409,09;818,18;
488;24,0779;933;853;933;853;1;-1;0;508,03;-1;-1;20,23;-20,23;0;0;409,09;409,09;
489;24,1274;932;853;932;853;1;0;1;509,03;-1;0;20,23;0;20,23;169,45;409,09;0;
490;24,1768;932;854;932;854;1,41;1;1;510,45;0;1;28,6;20,23;20,23;-578,54;-409,09;-409,09;
491;24,2262;933;855;933;855;0;0;0;510,45;0;1;0;0;0;409,09;409,09;0;
492;24,2757;933;855;933;855;1;1;0;511,45;1;1;20,23;20,23;0;409,09;-409,09;818,18;
493;24,3251;934;855;934;855;2;0;2;513,45;1;3;40,45;0;40,45;-818,18;0;-818,18;
494;24,3746;934;857;934;857;0;0;0;513,45;1;3;0;0;0;0;0;0;
495;24,424;934;857;934;857;0;0;0;513,45;1;3;0;0;0;0;0;0;
496;24,4735;934;857;934;857;0;0;0;513,45;1;3;0;0;0;0;0;0;
497;24,5229;934;857;934;857;0;0;0;513,45;1;3;0;0;0;0;0;0;
498;24,5723;934;857;934;857;0;0;0;513,45;1;3;0;0;0;0;0;0;
499;24,6218;934;857;934;857;0;0;0;513,45;1;3;0;0;0;818,18;0;-818,18;
500;24,6712;934;857;934;857;2;0;-2;515,45;1;1;40,45;0;-40,45;-409,09;-409,09;818,18;
501;24,7207;934;855;934;855;1;-1;0;516,45;0;1;20,23;-20,23;0;0;409,09;-409,09;
502;24,7701;933;855;933;855;1;0;-1;517,45;0;0;20,23;0;-20,23;0;-409,09;409,09;
503;24,8195;933;854;933;854;1;-1;0;518,45;-1;0;20,23;-20,23;0;-409,09;409,09;0;
504;24,869;932;854;932;854;0;0;0;518,45;-1;0;0;0;0;409,09;0;-409,09;
505;24,9184;932;854;932;854;1;0;-1;519,45;-1;-1;20,23;0;-20,23;0;0;818,18;
506;24,9679;932;853;932;853;1;0;1;520,45;-1;0;20,23;0;20,23;0;409,09;-409,09;
507;25,0173;932;854;932;854;1;1;0;521,45;0;0;20,23;20,23;0;0;-818,18;0;
508;25,0667;933;854;933;854;1;-1;0;522,45;-1;0;20,23;-20,23;0;0;818,18;0;
509;25,1162;932;854;932;854;1;1;0;523,45;0;0;20,23;20,23;0;-409,09;-409,09;0;
510;25,1656;933;854;933;854;0;0;0;523,45;0;0;0;0;0;0;0;0;
511;25,2151;933;854;933;854;0;0;0;523,45;0;0;0;0;0;578,54;409,09;409,09;
512;25,2645;933;854;933;854;1,41;1;1;524,86;1;1;28,6;20,23;20,23;239,64;-409,09;409,09;
513;25,314;934;855;934;855;2;0;2;526,86;1;3;40,45;0;40,45;-818,18;0;-818,18;
514;25,3634;934;857;934;857;0;0;0;526,86;1;3;0;0;0;818,18;0;-818,18;
515;25,4128;934;857;934;857;2;0;-2;528,86;1;1;40,45;0;-40,45;-239,64;-409,09;1227,27;
516;25,4623;934;855;934;855;1,41;-1;1;530,28;0;2;28,6;-20,23;20,23;-169,45;818,18;-409,09;
517;25,5117;933;856;933;856;1;1;0;531,28;1;2;20,23;20,23;0;169,45;-818,18;-409,09;
518;25,5612;934;856;934;856;1,41;-1;-1;532,69;0;1;28,6;-20,23;-20,23;578,54;-409,09;-409,09;
519;25,6106;933;855;933;855;2,83;-2;-2;535,52;-2;-1;57,21;-40,45;-40,45;-747,99;1227,27;818,18;
520;25,66;931;853;931;853;1;1;0;536,52;-1;-1;20,23;20,23;0;169,45;0;409,09;
521;25,7095;932;853;932;853;1,41;1;1;537,93;0;0;28,6;20,23;20,23;-578,54;-409,09;-409,09;
522;25,7589;933;854;933;854;0;0;0;537,93;0;0;0;0;0;578,54;-409,09;-409,09;
523;25,8084;933;854;933;854;1,41;-1;-1;539,35;-1;-1;28,6;-20,23;-20,23;-578,54;409,09;409,09;
524;25,8578;932;853;932;853;0;0;0;539,35;-1;-1;0;0;0;578,54;409,09;409,09;
525;25,9072;932;853;932;853;1,41;1;1;540,76;0;0;28,6;20,23;20,23;-169,45;-409,09;-818,18;
526;25,9567;933;854;933;854;1;0;-1;541,76;0;-1;20,23;0;-20,23;0;-409,09;409,09;
527;26,0061;933;853;933;853;1;-1;0;542,76;-1;-1;20,23;-20,23;0;-409,09;409,09;0;
528;26,0556;932;853;932;853;0;0;0;542,76;-1;-1;0;0;0;578,54;409,09;409,09;
529;26,105;932;853;932;853;1,41;1;1;544,18;0;0;28,6;20,23;20,23;-169,45;-818,18;-409,09;
530;26,1545;933;854;933;854;1;-1;0;545,18;-1;0;20,23;-20,23;0;0;409,09;-409,09;
531;26,2039;932;854;932;854;1;0;-1;546,18;-1;-1;20,23;0;-20,23;747,99;818,18;1227,27;
532;26,2533;932;853;932;853;2,83;2;2;549,01;1;1;57,21;40,45;40,45;-242,33;-1636,36;-1227,27;
533;26,3028;934;855;934;855;2,24;-2;-1;551,24;-1;0;45,23;-40,45;-20,23;0;1636,36;818,18;
534;26,3522;932;854;932;854;2,24;2;1;553,48;1;1;45,23;40,45;20,23;-914,76;-818,18;-409,09;
535;26,4017;934;855;934;855;0;0;0;553,48;1;1;0;0;0;409,09;-409,09;0;
536;26,4511;934;855;934;855;1;-1;0;554,48;0;1;20,23;-20,23;0;0;409,09;-409,09;
537;26,5005;933;855;933;855;1;0;-1;555,48;0;0;20,23;0;-20,23;169,45;409,09;818,18;
538;26,55;933;854;933;854;1,41;1;1;556,89;1;1;28,6;20,23;20,23;336,21;-1227,27;-818,18;
539;26,5994;934;855;934;855;2,24;-2;-1;559,13;-1;0;45,23;-40,45;-20,23;-505,66;818,18;0;
540;26,6489;932;854;932;854;1;0;-1;560,13;-1;-1;20,23;0;-20,23;0;0;818,18;
541;26,6983;932;853;932;853;1;0;1;561,13;-1;0;20,23;0;20,23;0;409,09;-409,09;
542;26,7478;932;854;932;854;1;1;0;562,13;0;0;20,23;20,23;0;-409,09;-409,09;0;
543;26,7972;933;854;933;854;0;0;0;562,13;0;0;0;0;0;578,54;409,09;409,09;
544;26,8466;933;854;933;854;1,41;1;1;563,54;1;1;28,6;20,23;20,23;-578,54;-409,09;-409,09;
545;26,8961;934;855;934;855;0;0;0;563,54;1;1;0;0;0;578,54;-409,09;-409,09;
546;26,9455;934;855;934;855;1,41;-1;-1;564,96;0;0;28,6;-20,23;-20,23;-578,54;409,09;409,09;
547;26,995;933;854;933;854;0;0;0;564,96;0;0;0;0;0;409,09;-409,09;0;
548;27,0444;933;854;933;854;1;-1;0;565,96;-1;0;20,23;-20,23;0;0;818,18;0;
549;27,0938;932;854;932;854;1;1;0;566,96;0;0;20,23;20,23;0;169,45;-818,18;-409,09;
550;27,1433;933;854;933;854;1,41;-1;-1;568,37;-1;-1;28,6;-20,23;-20,23;-578,54;409,09;409,09;
551;27,1927;932;853;932;853;0;0;0;568,37;-1;-1;0;0;0;409,09;-409,09;0;
552;27,2422;932;853;932;853;1;-1;0;569,37;-2;-1;20,23;-20,23;0;747,99;1227,27;818,18;
553;27,2916;931;853;931;853;2,83;2;2;572,2;0;1;57,21;40,45;40,45;-578,54;-1227,27;-1227,27;
554;27,341;933;855;933;855;1,41;-1;-1;573,61;-1;0;28,6;-20,23;-20,23;-169,45;409,09;0;
555;27,3905;932;854;932;854;1;0;-1;574,61;-1;-1;20,23;0;-20,23;-409,09;0;409,09;
556;27,4399;932;853;932;853;0;0;0;574,61;-1;-1;0;0;0;0;0;0;
557;27,4894;932;853;932;853;0;0;0;574,61;-1;-1;0;0;0;914,76;409,09;818,18;
558;27,5388;932;853;932;853;2,24;1;2;576,85;0;1;45,23;20,23;40,45;-505,66;-409,09;-1227,27;
559;27,5883;933;855;933;855;1;0;-1;577,85;0;0;20,23;0;-20,23;169,45;-409,09;0;
560;27,6377;933;854;933;854;1,41;-1;-1;579,26;-1;-1;28,6;-20,23;-20,23;-169,45;409,09;818,18;
561;27,6871;932;853;932;853;1;0;1;580,26;-1;0;20,23;0;20,23;169,45;409,09;0;
562;27,7366;932;854;932;854;1,41;1;1;581,68;0;1;28,6;20,23;20,23;-169,45;0;-409,09;
563;27,786;933;855;933;855;1;1;0;582,68;1;1;20,23;20,23;0;169,45;-818,18;-409,09;
564;27,8355;934;855;934;855;1,41;-1;-1;584,09;0;0;28,6;-20,23;-20,23;-169,45;409,09;818,18;
565;27,8849;933;854;933;854;1;0;1;585,09;0;1;20,23;0;20,23;-409,09;0;-409,09;
566;27,9343;933;855;933;855;0;0;0;585,09;0;1;0;0;0;578,54;409,09;-409,09;
567;27,9838;933;855;933;855;1,41;1;-1;586,51;1;0;28,6;20,23;-20,23;0;-818,18;818,18;
568;28,0332;934;854;934;854;1,41;-1;1;587,92;0;1;28,6;-20,23;20,23;-169,45;818,18;-409,09;
569;28,0827;933;855;933;855;1;1;0;588,92;1;1;20,23;20,23;0;0;-409,09;409,09;
570;28,1321;934;855;934;855;1;0;1;589,92;1;2;20,23;0;20,23;0;0;-818,18;
571;28,1815;934;856;934;856;1;0;-1;590,92;1;1;20,23;0;-20,23;169,45;-409,09;0;
572;28,231;934;855;934;855;1,41;-1;-1;592,33;0;0;28,6;-20,23;-20,23;-169,45;818,18;409,09;
573;28,2804;933;854;933;854;1;1;0;593,33;1;0;20,23;20,23;0;818,18;-409,09;1227,27;
574;28,3299;934;854;934;854;3;0;3;596,33;1;3;60,68;0;60,68;-1227,27;0;-1227,27;
575;28,3793;934;857;934;857;0;0;0;596,33;1;3;0;0;0;409,09;409,09;0;
576;28,4288;934;857;934;857;1;1;0;597,33;2;3;20,23;20,23;0;505,66;-818,18;-818,18;
